owNumber,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins
3492,2,1,35.0,6,0.3414477567366097,1,1,0,0.5276192876419697,0
1356,1,1,39.0,6,0.0,1,1,1,0.47566387590014847,2
7380,0,0,36.0,1,0.0,1,1,1,0.28449616938417616,0
2036,0,0,44.0,8,0.0,2,1,1,0.1371132943196075,1
1727,2,1,38.0,5,0.4475191501059255,1,0,1,0.44945302276367394,3
4570,0,1,33.0,7,0.4591329491587601,1,1,1,0.05597494560730549,0
7858,0,1,27.0,6,0.38523497727702916,2,0,0,0.7637158348622293,4
7498,0,1,27.0,7,0.0,2,1,0,0.5573530772188744,2
1986,1,0,47.0,9,0.4639078360461015,1,1,0,0.3152288043508155,2
2794,2,1,23.0,5,0.7343414212519513,1,1,0,0.5154874290494742,1
7552,0,0,37.0,2,0.5339576718180676,2,1,0,0.7434613505589783,1
4115,2,1,54.0,3,0.46523359344824033,1,1,0,0.5524853623521047,1
1698,0,1,30.0,8,0.4417312224258065,2,0,0,0.12464820390347277,2
4743,2,1,38.91621420206537,8,0.4749023796873066,2,1,1,0.8534223018298246,0
8471,0,1,26.0,0,0.0,2,0,1,0.3646267218519369,1
591,2,0,38.0,7,0.5763544074807425,1,1,1,0.2829409208579419,2
1969,1,0,39.0,9,0.5602013949169562,1,0,0,0.06215023534747568,0
917,0,1,39.0,6,0.0,1,1,1,0.28496881452178685,0
2011,1,0,48.0,8,0.6716765759356718,1,1,1,0.7565651519720133,0
7784,0,0,43.0,6,0.0,1,1,0,0.7416677792729205,0
4753,0,1,54.0,8,0.5318355352964226,1,1,0,0.2839082132343639,1
7126,0,0,32.0,4,0.0,2,1,1,0.3645256622007402,3
3569,1,1,38.91621420206537,3,0.0,2,0,1,0.7523435988136866,2
7587,1,1,42.0,10,0.0,1,1,1,0.9303866519252588,4
2204,1,1,30.0,9,0.44610722225904553,1,1,1,0.8790053950152239,1
2484,0,1,37.0,3,0.0,2,1,0,0.08430115075989757,3
8644,1,1,40.0,2,0.6402008480813864,1,0,1,0.01771694196795794,3
3413,2,1,26.0,6,0.45616257979484826,1,1,1,0.07035701909532359,1
7385,0,0,38.91621420206537,7,0.0,2,1,1,0.6564294390114255,1
5322,0,1,25.0,0,0.44218311905044794,1,0,0,0.8629073076478803,2
4611,2,1,38.0,8,0.36755644492949313,1,1,0,0.4955242725680302,1
286,0,1,40.0,7,0.45121451502480553,2,1,0,0.1728454067363433,2
3119,0,1,33.0,6,0.0,2,1,0,0.9248009684924909,0
3863,1,0,36.0,3,0.0,2,0,0,0.5526228754846088,1
3230,0,0,66.0,5,0.0,1,1,0,0.24773265846888373,1
3308,0,0,38.0,7,0.0,2,1,1,0.6656187665922095,0
2027,1,0,23.0,9,0.0,2,0,1,0.240073577026606,0
3418,0,0,42.0,10,0.30090906630656294,1,0,0,0.7484274748238456,1
1073,1,0,23.0,6,0.0,2,0,1,0.9833785626527333,1
9147,2,1,40.0,4,0.3548288470430365,2,1,0,0.9444932491052895,2
5432,0,0,25.0,8,0.5039599544181464,1,1,0,0.6095225093996477,2
5495,1,0,48.0,8,0.3818609778974404,1,0,0,0.6885179034597804,0
2449,2,1,28.0,10,0.49431695554159066,1,1,0,0.8309628569528389,3
9442,0,0,33.0,1,0.3859526391771257,1,1,0,0.5438174845697764,1
9466,0,0,56.0,2,0.0,2,1,1,0.199061760398118,4
4424,0,0,38.91621420206537,3,0.0,2,1,1,0.48415243655769125,3
6229,2,1,42.0,5,0.35970297741206403,1,1,1,0.3958285516266803,1
8135,0,1,41.0,6,0.0,1,1,1,0.8381280412279372,0
8761,1,0,34.0,10,0.6842296009507287,1,1,1,0.2538551931709478,2
2048,0,1,37.0,2,0.44855478971561724,2,0,0,0.23712689561853154,0
9732,2,1,38.91621420206537,7,0.40896684386875964,1,1,0,0.8163072573430762,1
5947,0,1,32.0,9,0.0,2,1,0,0.6944541703732706,1
5263,0,1,30.0,8,0.3554514504275421,1,1,1,0.06558286316343209,1
1771,1,0,36.0,4,0.472384066375316,1,0,0,0.655874235989537,2
3850,1,1,32.0,1,0.0,2,1,0,0.9164757234315877,1
9709,2,0,22.0,10,0.44457596309322245,2,0,0,0.5316321208675429,2
1977,1,0,38.0,6,0.0,2,0,0,0.8689419839594681,1
7724,1,1,35.0,6,0.0,2,0,1,0.8902179658157354,2
9762,2,0,60.0,1,0.2907498418979595,2,1,1,0.08672718244592358,4
2349,0,1,45.0,3,0.5149878980744732,1,0,0,0.30072966968345477,4
1444,0,0,43.0,6,0.0,3,0,0,0.6257747114849468,0
1804,0,0,26.0,1,0.7195372033322375,1,0,0,0.6172741496812945,0
2787,2,0,38.91621420206537,9,0.4958252173223001,1,1,0,0.9941082373366655,0
589,0,1,36.0,1,0.0,1,1,0,0.803502434482493,0
2987,2,1,42.0,0,0.4298819891375021,2,1,0,0.6376471953071517,0
8334,0,1,30.0,4,0.2638136065523656,1,1,1,0.5759319515013683,2
411,1,1,23.0,10,0.0,2,0,0,0.6479548796910104,2
729,0,0,40.0,5,0.5480084762701861,1,1,0,0.4087507356952589,2
9964,2,1,33.0,2,0.5042848672144137,1,1,0,0.6843540058075546,2
8825,1,0,35.0,6,0.0,2,1,1,0.20771013631801835,1
2629,2,1,48.0,2,0.42745518708412655,1,1,1,0.5185518717037477,1
7147,0,1,38.91621420206537,5,0.229451487653812,1,1,1,0.3056127360162896,3
5244,2,0,37.0,10,0.3794220195139788,1,1,0,0.6315543634417087,3
6552,1,0,30.0,5,0.0,2,0,1,0.7459905420967702,0
1780,0,1,36.0,2,0.0,2,1,0,0.543948797110124,2
2077,0,1,40.0,6,0.0,1,0,0,0.9193943021558558,1
7700,1,0,36.0,9,0.0,2,0,1,0.17756720766833228,1
493,0,0,38.0,4,0.32503611326814014,2,0,1,0.5948727603486132,1
5242,0,1,41.0,1,0.0,2,0,0,0.3527257853124973,0
498,0,1,40.0,5,0.32130148938160513,1,1,1,0.7142035064348645,4
4475,0,1,36.0,3,0.0,1,0,0,0.32570955526252754,3
9367,0,0,36.0,6,0.0,1,1,0,0.35245905984021475,2
6636,0,0,59.0,5,0.0,2,1,1,0.9256459491881474,1
6594,2,0,30.0,1,0.33150503457399777,2,1,1,0.9213280868322924,1
9991,2,1,38.91621420206537,3,0.1395650321610659,1,1,0,0.26830312294824155,2
4525,0,1,38.0,8,0.0,2,1,1,0.6684703389173666,2
6010,1,1,33.0,5,0.0,2,1,0,0.8050304304061038,0
165,1,1,29.0,0,0.5328972014095446,1,1,0,0.27788133766774725,2
747,0,1,18.0,2,0.6416152071942837,1,0,0,0.7296931856992342,4
5134,1,1,37.0,6,0.47204002230547076,1,0,1,0.800323030849446,0
9949,2,0,53.0,1,0.5567505914453156,2,1,1,0.06451786145576902,2
4148,2,1,66.0,6,0.7275154226961235,2,1,1,0.9771850211695217,3
5123,0,1,27.0,2,0.5248797629348234,1,1,0,0.24736902374176734,1
8033,0,1,34.0,5,0.0,2,1,1,0.5145343880340573,1
9763,2,1,21.0,8,0.533979194500843,2,1,0,0.2514365621916893,2
12,1,1,24.0,3,0.0,2,1,0,0.3819286241836095,0
4147,0,0,24.0,2,0.0,2,1,1,0.4234549899515404,1
849,1,1,51.0,1,0.4897396389107626,1,1,1,0.7482558084297051,1
5300,0,0,71.0,1,0.41574158655412646,1,1,1,0.12820454353390748,0
6259,0,0,27.0,2,0.5301336092275554,1,1,0,0.6340484016223549,2
2463,0,0,38.91621420206537,9,0.6751997593923493,4,1,1,0.7365697924151756,2
1364,1,1,30.0,4,0.0,2,0,1,0.28727518478014646,3
3537,0,1,29.0,7,0.6969040696961862,1,1,1,0.3958714557240216,0
5371,0,1,41.0,6,0.0,2,0,1,0.6707966110763577,2
7278,2,1,32.0,0,0.4365444153042377,2,1,1,0.2808504712200015,3
5933,0,0,47.0,2,0.5576537868422993,1,1,1,0.25192105846108304,0
7998,2,1,24.0,6,0.6217946497719453,1,1,0,0.9568753315941672,0
7610,0,1,46.0,0,0.42236040935983216,1,1,0,0.028802650653137373,2
7863,2,1,35.0,5,0.6440507777480491,3,1,1,0.31895065978800974,1
59,1,0,66.0,4,0.0,1,1,0,0.008158429129981912,0
5145,0,0,25.0,3,0.535943737156389,1,1,1,0.5663266341935654,0
4395,2,1,38.91621420206537,6,0.42901071905330174,2,0,1,0.8475521912342627,0
9111,2,1,29.0,9,0.5761442823259436,2,1,0,0.7172853507509968,2
6472,0,0,38.91621420206537,5,0.0,2,1,0,0.1751295748744005,4
4734,0,0,31.0,1,0.0,2,1,0,0.10035818420659172,2
8275,2,0,31.0,1,0.3968062889597925,1,1,0,0.9963138479724813,3
3935,1,0,46.0,1,0.0,2,1,0,0.5213520891245114,1
2103,2,0,33.0,6,0.3609445572104595,2,1,1,0.21300089158514637,3
1523,0,0,35.0,1,0.42354567147163225,1,1,1,0.08298577514152601,3
3812,0,0,42.0,9,0.0,2,1,0,0.17832623015497978,3
595,1,0,26.0,4,0.6947766322174873,2,0,1,0.1914414326568187,3
1173,2,0,43.0,3,0.4891130498442615,2,1,1,0.4349855911239523,1
4938,0,1,36.0,3,0.4826360774607731,2,0,1,0.7189280576295035,0
8087,0,1,50.0,6,0.6845037760151942,1,0,0,0.10442012212166261,1
57,0,1,45.0,5,0.5096268369360644,1,1,0,0.43552154230729034,1
5111,0,0,33.0,8,0.2987806722641851,1,1,1,0.16381054390694308,2
2202,0,1,35.0,4,0.572920941725782,2,1,0,0.5203743457500191,1
8922,0,0,37.0,1,0.0,2,1,1,0.24175468757266316,0
1113,0,0,38.91621420206537,3,0.3689870257681117,2,0,0,0.3540289097608822,2
8080,0,1,37.0,6,0.0,2,0,0,0.7122839731194328,1
4268,0,0,41.0,3,0.5809327205320695,1,1,1,0.5072658938928668,2
7357,0,0,37.0,8,0.5699025448938253,2,1,0,0.7942228982867863,0
298,1,0,44.0,7,0.0,3,1,0,0.7792841216336159,2
4311,0,1,38.0,5,0.5448941839294194,1,0,1,0.8496278394586683,3
9674,0,1,62.0,9,0.0,2,0,0,0.7793706298951549,1
8483,0,0,34.0,2,0.0,2,0,0,0.8269488236126549,1
5564,1,1,46.0,5,0.36627540687934296,1,1,0,0.27193947021940595,1
8801,0,1,38.91621420206537,9,0.5954815359495165,1,1,1,0.7320700126862115,2
523,1,1,37.0,5,0.3735489975232574,2,1,1,0.6954771680695506,0
2406,0,1,35.0,9,0.0,1,1,0,0.8351910107415257,2
9223,0,1,28.0,3,0.5623774577159993,1,1,1,0.07798589765322587,0
9419,1,0,27.0,2,0.0,1,1,1,0.41467665162022976,1
3875,2,0,25.0,5,0.49269577938995074,1,0,1,0.6648022386137875,4
6524,1,0,31.0,4,0.0,2,0,1,0.39633004951972917,2
621,0,1,35.0,9,0.4551379406674639,1,1,0,0.3557465737977977,1
4083,2,0,29.0,6,0.5992830395799347,1,1,0,0.3122419691080498,3
4879,1,1,29.0,8,0.38531401335099846,2,0,0,0.9606371408469508,3
9597,0,1,37.0,7,0.4856730874276485,1,1,0,0.7376192926424473,0
4434,0,1,26.0,6,0.6626513577684071,1,1,1,0.7468604751753792,2
6261,0,0,32.0,10,0.4485349808761,2,1,1,0.17171119841944904,1
1811,0,0,65.0,0,0.0,2,1,1,0.9523032449598936,1
406,0,1,36.0,9,0.0,1,1,0,0.2295133685266943,2
7462,1,1,32.0,4,0.0,2,0,1,0.7325338069785664,1
5699,1,0,64.0,9,0.0,2,1,1,0.5165836337370219,2
4948,0,0,38.91621420206537,6,0.0,2,1,1,0.6820017311653263,3
4100,0,1,34.0,9,0.6012671917908982,1,0,1,0.041129927908115226,2
5237,0,1,29.0,2,0.0,2,1,0,0.8847445431038663,2
4509,0,0,41.0,1,0.0,2,1,0,0.4803370721903942,1
8125,2,0,33.0,10,0.5190542104166677,2,0,0,0.2700675414502085,3
4766,1,0,49.0,1,0.0,2,0,1,0.8143113167307477,1
1338,2,0,30.0,10,0.5322364151915226,2,1,0,0.7779850975768184,2
1181,0,1,34.0,6,0.0,2,1,1,0.49563008267289527,1
674,1,0,38.91621420206537,6,0.4738152849230539,2,1,1,0.09560978073406008,1
877,2,0,32.0,1,0.6908814252033565,1,0,1,0.613820469854871,0
7113,2,0,35.0,2,0.31720432786076613,1,0,1,0.9940515319212984,1
8022,0,0,41.0,6,0.0,1,1,1,0.5025291415330164,0
1244,2,1,25.0,6,0.5842240170102532,1,0,1,0.07311583256200967,2
1486,0,0,46.0,10,0.0,2,0,0,0.6147658101348679,0
4125,0,1,26.0,5,0.4429210282150813,1,1,0,0.3046775467057104,2
4200,1,0,39.0,8,0.4286733709292088,1,1,0,0.5876152672580232,1
9710,0,0,57.0,8,0.5497727782622818,1,1,1,0.42235808519713636,0
4721,2,0,33.0,3,0.400516879183895,2,0,1,0.1821931994505475,1
160,2,0,33.0,4,0.49122215318578155,1,0,0,0.5634337579238817,1
8540,2,0,25.0,1,0.5488762788110504,1,1,1,0.3809637320364095,1
8450,0,0,33.0,9,0.45402310555652303,1,0,1,0.3265557860775704,1
9436,2,1,38.0,4,0.44559151486565723,2,1,1,0.5109141923053652,2
5514,0,0,33.0,8,0.0,2,0,1,0.07618352552668779,2
2069,1,0,31.0,2,0.14574427409949595,1,1,0,0.5182164896747639,1
8541,2,1,40.0,7,0.42607506497957004,2,0,0,0.5902283668090302,0
6732,0,1,32.0,4,0.0,2,1,1,0.7652000266025405,0
501,1,1,32.0,4,0.0,2,1,1,0.27199702571595585,0
5301,0,0,33.0,6,0.3376635111092317,2,1,1,0.5652400304229053,1
9835,0,0,46.0,6,0.24795840414727752,1,0,1,0.8584333803878269,0
8549,1,1,46.0,4,0.0,1,1,0,0.11181667849279604,0
2081,0,0,55.0,3,0.17545326869566844,1,1,0,0.3292955477248077,2
4590,0,1,35.0,7,0.0,2,1,0,0.7539355508451057,1
3807,1,0,38.0,10,0.0,2,1,0,0.29163450109485456,1
7040,2,1,60.0,1,0.6532307599471961,1,0,1,0.2852778940388807,0
6345,0,1,41.0,3,0.0,2,1,0,0.6444654464501359,4
9595,0,1,55.0,5,0.0,2,1,1,0.03498869142003061,3
6150,1,1,34.0,6,0.0,2,1,1,0.58022861183243,1
7673,0,1,38.91621420206537,1,0.0,2,0,0,0.44071848861566276,0
9113,0,1,73.0,9,0.0,1,1,1,0.5714133199720574,2
8067,2,1,43.0,5,0.5370315493434008,2,1,0,0.9071832860038134,0
8478,2,1,42.0,0,0.46200244091136766,2,0,1,0.6271793456275074,0
1059,2,1,33.0,8,0.3255394251905226,2,0,0,0.17458657301772315,1
1821,1,1,23.0,9,0.4965256212193565,1,1,1,0.03628181491332422,1
862,0,0,32.0,2,0.687325957722516,1,1,0,0.9404507630478709,0
2438,0,1,41.0,8,0.0,2,0,0,0.14864199531055214,1
7464,0,1,36.0,0,0.5173581433003337,1,1,0,0.2650719143678221,0
9431,0,1,33.0,5,0.4885172700995851,2,1,1,0.4140858952029919,3
3739,2,0,44.0,2,0.48108245861895566,2,1,1,0.49086767786323593,0
1621,2,1,43.0,1,0.5649693865744455,2,0,1,0.45451180587746126,2
9266,0,0,38.0,1,0.4145782058364813,1,0,0,0.11029678334280923,2
6902,0,0,31.0,0,0.4262371228095041,1,0,1,0.21996865700674412,0
8543,2,0,40.0,8,0.6005614072231479,2,0,1,0.9811677015154947,2
3160,0,1,23.0,4,0.5231399330301798,1,1,0,0.10094824055697317,4
8897,0,1,34.0,1,0.0,2,1,1,0.9752958407527917,2
6303,1,1,42.0,4,0.0,2,0,1,0.4331953701578501,0
4953,1,1,58.0,9,0.4357452462073346,1,1,1,0.019089573054226677,2
7669,2,1,61.0,6,0.5334647226688733,2,1,1,0.22586767036251962,0
4780,2,1,40.0,1,0.5893102653750772,3,0,0,0.5397992008236786,1
7832,0,1,42.0,2,0.22609510498864302,2,0,1,0.9277474498814636,3
3931,2,0,52.0,9,0.4462926361854728,1,1,1,0.813801268021096,1
6000,0,0,31.0,6,0.4248589138323054,1,0,0,0.4565145471392518,3
519,0,1,38.91621420206537,4,0.4035034304167083,2,0,1,0.8891063596573472,2
7023,0,1,54.0,3,0.6689245023746495,2,1,0,0.7508135526942823,0
9779,0,0,43.0,9,0.0,2,1,0,0.9157654055962344,2
8626,0,1,43.0,1,0.5212822066521113,1,0,1,0.5074655629612628,3
9032,0,1,39.0,7,0.0,2,1,0,0.09906666086611271,0
9487,0,1,32.0,6,0.7083717935038885,1,1,1,0.8082296859350067,3
7529,0,1,38.91621420206537,5,0.45128470288474504,1,1,0,0.28382300509698677,0
8592,1,0,39.0,6,0.0,1,0,1,0.926863415456176,2
3630,0,0,48.0,8,0.46119856870971004,2,0,0,0.4160360314410026,2
7736,2,1,41.0,6,0.5713491481740655,1,1,1,0.9603846167308977,0
3396,0,0,22.0,5,0.0,1,1,0,0.11146859525084643,3
4833,0,0,79.0,7,0.0,1,1,1,0.8029646831272386,1
8677,0,1,41.0,1,0.16137532174916122,1,1,0,0.6426476228479819,1
3401,0,1,31.0,3,0.3148296186710708,1,1,1,0.6238873812449088,2
6243,2,1,52.0,8,0.3857398436153899,1,1,1,0.7668838874112477,2
3077,2,0,43.0,2,0.611376435747279,2,1,1,0.9691760063086023,2
4930,0,1,34.0,1,0.31418943842896535,1,1,1,0.0606888957895479,0
7444,0,0,24.0,2,0.3484011775458315,1,1,0,0.31667559251908556,1
3549,2,1,37.0,5,0.5641623656840115,2,0,1,0.901662358755261,3
577,1,0,38.91621420206537,3,0.5536176461128102,1,1,0,0.3784080879724014,0
8273,2,1,32.0,5,0.6373296424855208,1,1,0,0.744068858575994,3
2905,0,0,35.0,3,0.0,1,1,1,0.7600764873045375,2
4520,1,1,38.0,7,0.0,1,1,1,0.13615150246848573,1
5043,0,0,33.0,3,0.0,2,1,1,0.0557433734921685,4
9664,2,1,40.0,9,0.37981102207673245,2,0,1,0.484916309507558,1
5376,1,1,38.0,7,0.4443432789783295,1,1,1,0.380359424325023,2
8694,0,0,50.0,5,0.0,2,1,0,0.958816366963045,1
3265,0,1,35.0,5,0.642787077414579,2,1,0,0.9071780855071658,2
1335,2,1,28.0,1,0.3167061973249777,2,1,1,0.839890459538886,0
5602,1,0,44.0,9,0.6124273405190133,1,1,0,0.7937319514013588,2
8372,2,0,29.0,5,0.4227190410257807,1,0,0,0.9399162620030213,4
1112,2,1,59.0,1,0.52154478338197,1,1,1,0.153569365874441,4
8780,0,0,34.0,3,0.42084282108325344,1,0,1,0.3734498144572807,2
6957,0,1,49.0,4,0.7198701273493155,1,0,0,0.0025573442263736182,0
8725,1,0,30.0,8,0.0,2,1,0,0.6923367181565839,1
6002,0,0,30.0,5,0.0,1,1,0,0.969437681298564,3
370,0,0,29.0,2,0.6068815828769363,1,1,0,0.16998053314091496,1
3346,0,0,31.0,7,0.4941247659557712,1,1,0,0.5107596275444305,1
3542,1,0,67.0,4,0.4115926111673469,1,1,1,0.3915296910854986,4
9158,0,0,32.0,7,0.5123648410396429,2,0,1,0.947046092901872,2
924,2,0,19.0,1,0.5526430272944685,1,1,1,0.08075891247614146,0
2032,0,1,51.0,3,0.4917227548444072,1,1,1,0.5771438172345459,3
7322,0,1,36.0,9,0.0,1,1,1,0.529085177634464,1
231,0,1,72.0,1,0.0,2,0,1,0.5599015205952168,2
9663,1,1,39.0,3,0.0,2,1,1,0.6199939094183494,3
5987,1,0,38.91621420206537,8,0.0,1,1,0,0.49014655899638415,0
4810,0,1,37.0,3,0.42074054848325076,1,1,0,0.9131539562028173,4
8779,1,0,37.0,9,0.405374947254481,1,1,0,0.6193326462677186,1
4692,1,1,37.0,4,0.0,2,1,0,0.02224172408465008,1
3623,1,1,55.0,8,0.342152584740681,2,1,1,0.6445957588949744,1
2455,2,0,51.0,1,0.5809172560859273,1,0,0,0.5485866900288977,2
1474,0,1,36.0,8,0.0,2,0,0,0.6627404917169589,0
3508,0,1,36.0,9,0.5087241596777401,1,1,1,0.4052954557160208,3
2754,0,0,38.91621420206537,6,0.0,2,0,0,0.2406246796569072,0
1450,2,0,26.0,6,0.5383361826309638,2,0,0,0.6560640541171681,1
2945,0,1,32.0,7,0.0,2,1,0,0.023248870267110505,0
5814,0,1,30.0,5,0.0,2,1,0,0.8126380069296617,0
6875,0,1,28.0,3,0.0,2,1,0,0.011469545341580121,3
3920,1,0,39.0,7,0.0,2,1,0,0.09724513691057494,3
4805,1,0,34.0,2,0.0,2,1,0,0.8774305446170109,0
682,1,1,58.0,5,0.512035344709081,1,0,1,0.6862803897772236,1
5568,2,1,28.0,1,0.27684168500445744,2,1,1,0.6423098905945517,2
2507,1,1,44.0,8,0.0,2,1,1,0.35484663785391507,2
9738,1,1,22.0,8,0.0,3,1,0,0.536457881727705,2
1569,0,1,40.0,8,0.4543907847206011,1,1,1,0.3399668168310073,2
6646,0,1,37.0,4,0.505673837533,1,1,0,0.9863691982584335,4
6110,2,0,26.0,3,0.41889298559427063,1,1,1,0.9226302111851681,1
7798,2,1,33.0,5,0.6961936218805014,2,1,0,0.16646079700611405,0
4388,1,0,67.0,1,0.0,2,1,1,0.888942193979525,2
8934,0,1,32.0,10,0.0,2,0,1,0.9817491570444977,1
9590,0,1,71.0,3,0.3312766549956598,1,1,1,0.1379440736590344,1
7712,2,1,46.0,9,0.6434884777321342,1,1,1,0.484793397769487,1
5536,2,0,32.0,8,0.626306043222569,3,1,0,0.9550057030446407,1
919,1,1,35.0,3,0.0,2,0,0,0.4073992066242326,3
9038,2,1,41.0,1,0.4168390042347473,1,1,0,0.07558091797766686,1
5069,1,0,79.0,5,0.43076677068366687,1,1,1,0.8706198941998959,2
7839,2,0,32.0,8,0.5792408782386507,1,1,1,0.6601983989470994,0
6830,0,1,43.0,9,0.5093977000781473,1,1,1,0.36532493853162973,2
4711,2,0,40.0,3,0.6467207861167856,2,1,0,0.685150081832815,1
6378,0,1,38.91621420206537,9,0.0,1,1,0,0.5675259487281035,2
9488,1,0,32.0,5,0.0,1,1,1,0.019096873751443262,4
1398,2,0,46.0,4,0.5383483788178699,2,1,1,0.2211856732317936,0
1099,0,0,26.0,4,0.5642996724287539,2,0,0,0.4915353916299007,3
5927,0,0,53.0,7,0.0,2,1,0,0.20682025133400236,1
7877,0,1,45.0,0,0.0,1,1,0,0.982704548284361,1
7914,2,1,24.0,6,0.5708347560557357,2,1,0,0.9302095350105934,4
1496,2,1,57.0,7,0.40601548620796596,1,0,1,0.5674160882364265,2
4381,2,1,59.0,7,0.5069673507677959,1,1,0,0.25779661957716965,0
1516,1,1,39.0,6,0.5309491594774597,1,0,1,0.10380141303494483,4
4606,0,0,34.0,8,0.0,2,0,1,0.7093724450685039,0
1929,2,1,54.0,3,0.5356282704264509,1,0,0,0.2497399001604653,0
4325,0,1,34.0,5,0.0,1,0,0,0.2176658370874418,0
6442,0,1,45.0,1,0.7127507028849842,1,1,0,0.3018468263719185,0
7415,2,0,45.0,2,0.395258768211428,2,1,1,0.39323440388557107,2
7945,0,0,39.0,1,0.292920404455849,1,0,1,0.5481250959466629,0
7184,1,1,36.0,7,0.538447582442736,1,1,0,0.7193090940184788,2
1572,0,1,23.0,5,0.622832919931754,1,1,0,0.804861164241185,1
6384,0,1,36.0,6,0.613317343308592,1,0,0,0.6771653692927674,1
5184,0,1,38.91621420206537,1,0.0,2,0,1,0.784308001414135,2
9259,0,1,20.0,0,0.3326444613428504,1,1,1,0.7337755255626912,0
7530,0,0,33.0,1,0.4718758520640791,1,1,1,0.7878410888239826,0
9302,1,0,43.0,4,0.49237728354169624,2,0,0,0.7745586703530186,1
4057,1,0,28.0,3,0.453617841411228,2,0,1,0.3841999410943745,1
4857,0,1,44.0,8,0.6589376587123482,1,1,1,0.28599716272904063,3
3627,2,0,37.0,6,0.4411714333895488,1,1,1,0.3555812580101399,3
8767,1,0,36.0,6,0.3451895149939165,1,0,0,0.09907701185463211,1
9786,0,0,27.0,5,0.6212844824765307,2,0,0,0.35385074274593226,0
8970,0,0,51.0,7,0.4895294340423238,2,0,0,0.16308872497323493,0
9569,0,1,33.0,1,0.0,2,0,0,0.04986886247636649,1
2091,1,1,39.0,9,0.0,2,1,0,0.34434398485055323,1
1298,0,1,34.0,5,0.0,2,1,1,0.45854419097023763,0
8814,2,0,26.0,8,0.49074223721671223,1,1,0,0.3721046859975128,4
4193,0,1,60.0,2,0.0,2,0,1,0.010369690305424168,1
3888,0,0,46.0,5,0.0,2,1,0,0.24850508223535345,1
2258,1,0,38.91621420206537,4,0.0,2,1,1,0.7984010973047925,2
1091,2,0,34.0,4,0.3651778297714423,1,1,1,0.6830244288329536,0
9568,0,1,29.0,4,0.0,1,1,0,0.044860134142810634,2
2642,2,0,28.0,6,0.6551083748784219,1,0,1,0.02843966598810186,0
6055,0,0,47.0,0,0.0,1,1,1,0.031659323465390944,1
7550,2,0,44.0,10,0.42539813674946675,1,1,0,0.6871070687250632,2
1693,0,1,23.0,7,0.45340512556313206,2,0,0,0.42037024535843176,1
500,0,0,58.0,8,0.0,1,0,1,0.5825173304050536,0
1160,1,1,37.0,10,0.0,2,1,0,0.504302960932769,2
694,0,1,34.0,6,0.0,2,1,1,0.8895116483624186,1
9997,0,1,35.0,10,0.22865702166166355,1,1,1,0.5084895107482764,0
3331,0,1,18.0,4,0.0,2,1,1,0.23896067074405605,2
3776,2,1,22.0,5,0.37284951033305996,2,0,1,0.004750403663549869,0
928,2,1,38.0,5,0.518819493603957,1,1,1,0.7480116351111531,1
1390,0,0,55.0,2,0.6354821991670004,1,1,0,0.5034207266793979,1
3062,2,1,33.0,3,0.35198147582550354,2,1,1,0.8882838311058706,1
2675,0,1,25.0,7,0.4320346559832321,1,1,0,0.6413881025637947,4
2422,2,0,25.0,2,0.6307996206746732,3,1,1,0.9968234966439293,1
9538,0,1,40.0,6,0.0,2,1,0,0.5487072515425223,3
1254,2,0,55.0,4,0.5054548243073512,2,1,0,0.6163495113783366,0
1936,0,1,39.0,3,0.0,2,1,0,0.03357795669486435,0
5605,0,1,49.0,0,0.7644886017267012,1,0,0,0.4881897221184623,1
5487,1,0,41.0,5,0.0,2,0,1,0.4645598154623766,3
4017,0,1,40.0,6,0.5930320553655869,1,0,1,0.39662847801965084,0
5006,0,1,48.0,5,0.0,1,0,1,0.5891512139409314,2
7923,1,1,39.0,6,0.0,2,1,0,0.06127825207307297,2
5031,2,1,33.0,8,0.369310105150661,2,1,0,0.006713991186158277,0
9644,0,0,41.0,2,0.0,2,1,1,0.5654432498303588,0
1060,0,1,38.0,7,0.3200262704271683,1,0,0,0.632781230607523,4
6180,2,0,34.0,4,0.6003844030857309,1,1,1,0.3613508090022597,1
1548,1,0,30.0,2,0.35170969217023534,2,1,1,0.4832795531973303,1
3199,0,1,23.0,1,0.3845035249172284,1,1,0,0.17771392167952038,0
7461,2,1,30.0,6,0.5705061764320327,2,1,0,0.014720805836957429,1
743,0,1,29.0,7,0.42011467683950887,1,1,1,0.7492831065366743,1
421,2,0,60.0,3,0.4620397468948449,1,1,0,0.46760770653597417,3
2751,0,1,38.91621420206537,9,0.0,3,1,1,0.8486198931998006,0
9405,1,0,43.0,5,0.0,2,0,0,0.5257413082949421,1
9539,0,1,29.0,2,0.0,2,1,0,0.6224509440651582,3
74,2,0,25.0,5,0.6288642532113338,2,1,1,0.2921040459363869,1
2529,0,1,26.0,8,0.5960289295147684,2,0,1,0.9895942062466965,1
926,2,0,36.0,1,0.4049812017301527,2,1,1,0.0021809582815158846,2
8014,0,1,32.0,2,0.338410109060615,1,1,0,0.8161024377828082,1
9555,0,0,29.0,3,0.18488845411298271,3,1,0,0.6396994913014192,3
6307,0,1,33.0,9,0.0,2,1,1,0.00553417851404809,3
6244,2,1,33.0,1,0.4096191804409512,2,1,0,0.3535037596090427,1
